Category,Rank,Tier,Name,Threat Class,Threat Score,EHP,DPS,HP,ATK,DEF,RES,Attack Interval,Rank (threat_score),Tier (threat_score),Rank (hp),Tier (hp),Rank (ehp),Tier (ehp),Rank (dps),Tier (dps),Rank (atk),Tier (atk),Rank (def),Tier (def),Rank (res),Tier (res),Rank (weight),Tier (weight)
normal,63,A,热烈舞团独舞者,NORMAL,170,24000,100,12000,100,300,10.0,1.00,63,A,16,S,36,A,173,D,218,E,57,A,169,D,55,A
normal,64,A,游击队猎犬pro,NORMAL,168,7125,300,3800,420,150,20.0,1.40,64,B,182,D,177,D,13,S,71,B,141,C,70,B,203,E
normal,65,A,疲倦道具师,NORMAL,164,16000,100,8000,200,200,20.0,2.00,65,B,55,A,66,B,174,D,200,D,94,B,71,B,31,A
normal,66,B,巫王乐团小号手,NORMAL,164,19600,125,7000,250,250,15.0,2.00,66,B,69,B,50,A,143,C,189,D,74,B,145,C,78,B
normal,67,B,访问团强攻手,NORMAL,163,12000,183,6000,550,300,10.0,3.00,67,B,87,B,100,B,74,B,42,A,58,A,170,D,56,A
normal,68,B,萨卡兹征用尖端无人机,NORMAL,161,16200,144,9000,650,220,10.0,4.50,68,B,43,A,65,B,123,C,31,A,85,B,171,D,79,B
normal,69,B,深池弩炮队长,NORMAL,161,17813,120,7500,600,350,20.0,5.00,69,B,61,A,59,A,149,C,36,A,45,A,72,B,57,A
normal,70,B,好外号热衷者,NORMAL,161,13000,200,6500,500,200,20.0,2.50,70,B,78,B,84,B,53,A,50,A,95,B,73,B,204,E
normal,71,B,执拗的收音师,NORMAL,159,8750,200,5000,400,150,15.0,2.00,71,B,117,C,140,C,54,A,76,B,142,C,146,C,80,B
normal,72,B,游击队战士组长,NORMAL,159,10688,165,4500,330,350,20.0,2.00,72,B,136,C,110,B,96,B,136,C,46,A,74,B,81,B
normal,73,B,迂回的“匕现”,NORMAL,159,13200,133,6000,400,280,20.0,3.00,73,B,88,B,82,B,136,C,77,B,69,B,75,B,82,B
normal,74,B,精致糖果车,NORMAL,159,7600,300,3800,300,200,20.0,1.00,74,B,183,D,166,C,14,S,153,C,96,B,76,B,83,B
normal,75,B,山海众游勇,NORMAL,159,12000,192,6000,480,200,20.0,2.50,75,B,89,B,101,B,63,A,56,A,97,B,77,B,84,B
normal,76,B,宿主拾荒者,NORMAL,158,12450,167,6000,500,130,30.0,3.00,76,B,90,B,90,B,92,B,51,A,177,D,13,S,58,A
normal,77,B,排球发球车,NORMAL,158,13500,140,6000,350,400,10.0,2.50,77,B,91,B,79,B,127,C,114,B,33,A,172,D,32,A
normal,78,B,乌萨斯裂兽族母,NORMAL,155,8050,300,4600,450,100,20.0,1.50,78,B,135,C,156,C,15,S,63,A,198,D,78,B,205,E
normal,79,B,慷慨之赐,NORMAL,154,9000,200,3000,800,200,20.0,4.00,79,B,202,E,132,C,55,A,13,S,98,B,79,B,33,A
normal,80,B,萨卡兹枯朽战士,NORMAL,154,14175,152,4500,380,100,20.0,2.50,80,B,137,C,76,B,108,B,92,B,199,D,80,B,85,B
normal,81,B,乌萨斯高级突袭弩手,NORMAL,151,11000,187,5500,430,200,20.0,2.30,81,B,106,B,106,B,68,B,68,B,99,B,81,B,86,B
normal,82,B,速射劲弩手,NORMAL,151,10313,200,5500,400,250,10.0,2.00,82,B,107,B,115,C,56,A,78,B,75,B,173,D,87,B
normal,83,B,遮天面包机,NORMAL,151,15750,132,7000,330,300,20.0,2.50,83,B,70,B,70,B,140,C,137,C,59,A,82,B,88,B
normal,84,B,萨卡兹子裔战士组长,NORMAL,150,10238,200,4500,400,210,30.0,2.00,84,B,138,C,116,C,57,A,79,B,87,B,14,S,89,B
normal,85,B,家族精英士兵,NORMAL,150,7480,208,4400,375,180,10.0,1.80,85,B,151,C,171,D,49,A,103,B,130,C,174,D,90,B
normal,86,B,访问团突击老兵,NORMAL,150,12250,167,7000,500,200,10.0,3.00,86,B,71,B,92,B,93,B,52,A,100,B,175,D,91,B
normal,87,B,椰壳蟹,NORMAL,150,22400,100,8000,300,300,10.0,3.00,87,B,56,A,44,A,175,D,154,C,60,A,176,D,206,E
normal,88,B,“面子”,NORMAL,148,13500,133,6000,400,200,30.0,3.00,88,B,92,B,80,B,137,C,80,B,101,B,15,S,59,A
normal,89,B,街头火舞艺人,NORMAL,147,13000,138,6500,550,300,10.0,4.00,89,B,79,B,85,B,132,C,43,A,61,A,177,D,60,A
normal,90,B,萨卡兹子裔工匠,NORMAL,145,12750,150,6000,300,250,20.0,2.00,90,B,93,B,88,B,115,C,155,C,76,B,83,B,92,B
normal,91,B,深池暗影术师队长,NORMAL,144,12188,153,6500,460,150,20.0,3.00,91,B,80,B,96,B,107,B,57,A,143,C,84,B,93,B
normal,92,B,黑土游击弩手,NORMAL,144,10000,187,5000,430,200,20.0,2.30,92,B,118,C,119,C,69,B,69,B,102,B,85,B,94,B
normal,93,B,抱蛋羽兽,NORMAL,144,18375,86,7500,300,150,15.0,3.50,93,B,62,A,55,A,194,D,156,C,144,C,147,C,34,A
normal,94,B,冠鸣龙王,NORMAL,143,10794,190,5500,380,135,25.0,2.00,94,B,108,B,107,B,65,B,93,B,176,D,35,A,207,E
normal,95,B,糖果车,NORMAL,142,6125,300,3500,300,100,20.0,1.00,95,B,190,D,197,D,16,S,157,C,200,D,86,B,95,B
normal,96,B,大君之赐,NORMAL,142,9000,170,3000,680,200,20.0,4.00,96,B,203,E,133,C,86,B,25,S,103,B,87,B,35,A
normal,97,B,大君之赐,NORMAL,142,9000,170,3000,680,200,20.0,4.00,97,B,204,E,134,C,87,B,26,A,104,B,88,B,36,A
normal,98,B,山海众传令手,NORMAL,141,14063,117,7500,350,150,20.0,3.00,98,B,63,A,77,B,154,C,115,C,145,C,89,B,61,A
normal,99,B,空值体,NORMAL,141,8750,229,5000,320,100,20.0,1.40,99,B,119,C,141,C,37,A,142,C,201,D,90,B,208,E
normal,100,B,老练拾荒者,NORMAL,140,8450,210,5200,210,150,10.0,1.00,100,B,116,C,146,C,48,A,199,D,146,C,178,D,96,B
normal,101,B,异质源石虫,NORMAL,140,11813,150,4500,300,100,20.0,2.00,101,B,139,C,103,B,116,C,158,C,202,E,91,B,97,B
normal,102,B,无胄盟刺客,NORMAL,138,9563,182,4500,400,250,20.0,2.20,102,B,140,C,127,C,75,B,81,B,77,B,92,B,98,B
normal,103,B,游击队狙击手组长,NORMAL,137,9000,144,4000,390,300,20.0,2.70,103,B,159,C,135,C,124,C,90,B,62,A,93,B,99,B
normal,104,B,巫王乐团圆号手,NORMAL,136,25200,67,9000,200,250,15.0,3.00,104,B,44,A,30,A,204,E,201,D,78,B,148,C,100,B
normal,105,B,游击队猎犬,NORMAL,134,5438,250,2900,350,150,20.0,1.40,105,B,217,E,210,E,30,A,116,C,147,C,94,B,209,E
normal,106,B,霜劫,NORMAL,134,19125,93,9000,280,300,15.0,3.00,106,B,45,A,51,A,189,D,182,D,63,A,149,C,210,E
normal,107,B,临时收音师,NORMAL,133,7000,175,4000,350,150,15.0,2.00,107,B,160,C,178,D,82,B,117,C,148,C,150,C,101,B
normal,108,B,提亚卡乌神投手,NORMAL,133,6175,262,3800,340,150,10.0,1.30,108,B,184,D,196,D,22,S,133,C,149,C,179,D,102,B
normal,109,B,感染者高级纠察官,NORMAL,133,8063,200,4300,400,150,20.0,2.00,109,B,154,C,155,C,58,A,82,B,150,C,95,B,103,B
normal,110,B,认真的“阿咬”,NORMAL,132,6500,185,4000,370,150,10.0,2.00,110,B,161,C,185,D,70,B,104,B,151,C,180,D,104,B
normal,111,B,残党乐团小号手,NORMAL,132,15750,100,6000,200,200,15.0,2.00,111,B,94,B,71,B,176,D,202,E,105,B,151,C,105,B
normal,112,B,投矛的勇士,NORMAL,132,8775,180,5400,450,150,10.0,2.50,112,B,115,C,139,C,78,B,64,B,152,C,181,D,106,B
normal,113,B,乌萨斯弩手幸存者,NORMAL,131,8000,196,4000,450,200,20.0,2.30,113,B,162,C,157,C,61,A,65,B,106,B,96,B,107,B
normal,114,B,提亚卡乌卫士,NORMAL,129,5490,211,3600,380,110,10.0,1.80,114,B,187,D,208,E,47,A,94,B,194,D,182,D,108,B
normal,115,B,联合政府军犬pro,NORMAL,129,6125,271,3500,380,100,20.0,1.40,115,C,191,D,198,D,20,S,95,B,203,E,97,B,211,E
normal,116,B,异光体漂游者,NORMAL,129,12710,109,6200,380,120,30.0,3.50,116,C,84,B,89,B,165,C,96,B,182,D,16,S,62,A
normal,117,B,深池弩炮手,NORMAL,128,13500,100,6000,500,300,20.0,5.00,117,C,95,B,81,B,177,D,53,A,64,B,98,B,63,A
normal,118,C,"碎壳螈
",NORMAL,128,17000,88,8000,350,250,20.0,4.00,118,C,57,A,64,B,193,D,118,C,79,B,99,B,109,B
normal,119,C,市井流窜盗贼,NORMAL,127,7750,190,5000,380,120,10.0,2.00,119,C,120,C,162,C,66,B,97,B,183,D,183,D,110,B
normal,120,C,“护目镜”帮派打手,NORMAL,127,9240,158,4800,410,220,15.0,2.60,120,C,132,C,131,C,105,B,72,B,86,B,152,C,111,B
normal,121,C,游击队战士,NORMAL,127,7425,150,3300,300,300,20.0,2.00,121,C,199,D,172,D,117,C,159,C,65,B,100,B,112,B
normal,122,C,山海众散兵,NORMAL,126,9000,160,4500,400,200,20.0,2.50,122,C,141,C,136,C,101,B,83,B,107,B,101,B,113,B
normal,123,C,宿主士兵组长,NORMAL,125,8500,167,4000,300,150,30.0,1.80,123,C,163,C,144,C,94,B,160,C,153,C,17,S,114,B
normal,124,C,乌萨斯裂兽,NORMAL,125,6125,253,3500,380,100,20.0,1.50,124,C,192,D,199,D,25,S,98,B,204,E,102,B,212,E
normal,125,C,布景小丑,NORMAL,124,13838,100,4500,300,120,30.0,3.00,125,C,142,C,78,B,178,D,161,C,184,D,18,S,115,C
normal,126,C,富营养的喷吐者,NORMAL,124,10000,107,5000,320,200,20.0,3.00,126,C,121,C,120,C,167,D,143,C,108,B,103,B,116,C
normal,127,C,坚冰AS.T,NORMAL,124,13125,117,7000,350,150,20.0,3.00,127,C,72,B,83,B,155,C,119,C,154,C,104,B,213,E
normal,128,C,钻石飞翼,NORMAL,124,4500,100,3000,100,100,10.0,1.00,128,C,205,E,222,E,179,D,219,E,205,E,184,D,37,A
normal,129,C,富营养的滑动者,NORMAL,123,5850,180,3600,360,150,10.0,2.00,129,C,188,D,205,E,79,B,105,B,155,C,185,D,117,C
normal,130,C,固海凿石者,NORMAL,123,10500,120,6000,300,200,10.0,2.50,130,C,96,B,112,B,150,C,162,C,109,B,186,D,64,B
normal,131,C,小寄居蟹,NORMAL,123,10500,120,6000,300,200,10.0,2.50,131,C,97,B,113,B,151,C,163,C,110,B,187,D,65,B
normal,132,C,新手拾荒者,NORMAL,122,7313,185,4500,185,150,10.0,1.00,132,C,143,C,174,D,71,B,209,E,156,C,188,D,118,C
normal,133,C,技术侦察兵,NORMAL,121,12250,108,7000,270,100,20.0,2.50,133,C,73,B,93,B,166,C,187,D,206,E,105,B,119,C
normal,134,C,暗潮钳兽·α,NORMAL,121,7700,190,2800,400,400,30.0,2.10,134,C,218,E,164,C,67,B,84,B,34,A,19,S,214,E
normal,135,C,速射轻弩手,NORMAL,121,7650,175,4500,350,180,10.0,2.00,135,C,144,C,165,C,83,B,120,C,131,C,189,D,120,C
normal,136,C,“匕现”,NORMAL,120,10080,100,4800,300,240,20.0,3.00,136,C,133,C,118,C,180,D,164,C,84,B,106,B,121,C
normal,137,C,家族精英弩手,NORMAL,120,9625,136,5500,380,200,10.0,2.80,137,C,109,B,123,C,133,C,99,B,111,B,190,D,122,C
normal,138,C,沼泽钳兽,NORMAL,120,8250,175,2000,350,400,30.0,2.00,138,C,228,F,151,C,84,B,121,C,35,A,20,S,215,E
normal,139,C,巫王乐团长笛手,NORMAL,120,8125,160,5000,320,150,10.0,2.00,139,C,122,C,153,C,102,B,144,C,157,C,191,D,123,C
normal,140,C,萨卡兹子裔战士,NORMAL,118,7380,170,3600,340,120,30.0,2.00,140,C,189,D,173,D,88,B,134,C,185,D,21,S,124,C
normal,141,C,家族士兵,NORMAL,118,5425,178,3500,320,120,10.0,1.80,141,C,193,D,211,E,81,B,145,C,186,D,192,D,125,C
normal,142,C,喷射背包客,NORMAL,118,7000,200,3500,380,200,20.0,1.90,142,C,194,D,179,D,59,A,100,B,112,B,107,B,216,E
normal,143,C,远眺·B,NORMAL,117,10725,117,5500,350,180,20.0,3.00,143,C,110,B,109,B,156,C,122,C,132,C,108,B,126,C
normal,144,C,乌萨斯突袭弩手,NORMAL,116,8000,152,4000,350,200,20.0,2.30,144,C,164,C,158,C,109,B,123,C,113,B,109,B,127,C
normal,145,C,游击队狙击手,NORMAL,115,6750,136,3000,340,300,20.0,2.50,145,C,206,E,183,D,134,C,135,C,66,B,110,B,128,C
normal,146,C,冰原战士队长,NORMAL,115,7500,159,4000,350,150,20.0,2.20,146,C,165,C,167,D,104,B,124,C,158,C,111,B,129,C
normal,147,C,冰原猎人队长,NORMAL,115,9375,129,5000,450,150,20.0,3.50,147,C,123,C,128,C,141,C,66,B,159,C,112,B,130,C
normal,148,C,开天汽水瓶·酸辣味,NORMAL,114,9750,133,6500,400,100,10.0,3.00,148,C,81,B,121,C,138,C,85,B,207,E,193,D,217,E
normal,149,C,恶尘源石虫·α,NORMAL,111,10238,100,6500,400,130,10.0,4.00,149,C,82,B,117,C,181,D,86,B,178,D,194,D,66,B
normal,150,C,精锐西西里人,NORMAL,110,6270,175,3800,350,160,10.0,2.00,150,C,185,D,192,D,85,B,125,C,135,C,195,D,131,C
normal,151,C,访问团突击新兵,NORMAL,110,8250,133,5500,400,100,10.0,3.00,151,C,111,B,152,C,139,C,87,B,208,E,196,D,132,C
normal,152,C,萨卡兹征用工程无人机,NORMAL,109,9750,111,6000,500,150,10.0,4.50,152,C,98,B,122,C,164,C,54,A,160,C,197,D,133,C
normal,153,C,残党乐团圆号手,NORMAL,108,21000,50,8000,150,200,15.0,3.00,153,C,58,A,46,A,211,E,211,E,114,B,153,C,134,C
normal,154,C,山谷雪灵,NORMAL,108,10500,100,6000,300,150,15.0,3.00,154,C,99,B,114,B,182,D,165,C,161,C,154,C,135,C
normal,155,C,感染者纠察官,NORMAL,106,6188,165,3300,330,150,20.0,2.00,155,C,200,D,194,D,97,B,138,C,162,C,113,B,136,C
normal,156,C,脊海喷吐者,NORMAL,106,8360,93,4400,280,160,20.0,3.00,156,C,152,C,150,C,190,D,183,D,136,C,114,B,137,C
normal,157,C,除秽,NORMAL,105,6013,165,3700,330,150,10.0,2.00,157,C,186,D,201,D,98,B,139,C,163,C,198,D,138,C
normal,158,C,小型共生体,NORMAL,104,5250,206,3000,350,200,10.0,1.70,158,C,207,E,213,E,50,A,126,C,115,C,199,D,218,E
normal,159,C,市井盗贼,NORMAL,103,6000,160,4000,320,100,10.0,2.00,159,C,166,C,202,E,103,B,146,C,209,E,200,D,139,C
normal,160,C,失控的修理小助手,NORMAL,103,5313,180,2500,360,200,25.0,2.00,160,C,224,F,212,E,80,B,106,B,116,C,36,A,140,C
normal,161,C,潜水队长,NORMAL,102,8000,119,4000,320,200,20.0,2.70,161,C,167,D,159,C,152,C,147,C,117,C,115,C,141,C
normal,162,C,冠鸣龙,NORMAL,102,7000,150,4000,300,100,20.0,2.00,162,C,168,D,180,D,118,C,166,C,210,E,116,C,219,E
normal,163,C,蓝冠羽镖客,NORMAL,102,9000,117,4500,350,100,30.0,3.00,163,C,145,C,137,C,157,C,127,C,211,E,22,S,220,E
normal,164,C,富营养的飘航者,NORMAL,101,8500,83,4000,250,250,20.0,3.00,164,C,169,D,145,C,195,D,190,D,80,B,117,C,142,C
normal,165,C,“护目镜”帮派窃贼,NORMAL,100,7300,123,4000,320,180,15.0,2.60,165,C,170,D,175,D,147,C,148,C,133,C,155,C,143,C
normal,166,C,残党乐团长笛手,NORMAL,100,6500,140,4000,280,150,10.0,2.00,166,C,171,D,186,D,128,C,184,D,164,C,201,D,144,C
normal,167,C,联合政府军犬,NORMAL,100,4375,229,2500,320,100,20.0,1.40,167,D,225,F,227,F,38,A,149,C,212,E,118,C,221,E
normal,168,C,微核沉积者,NORMAL,100,11250,80,4500,400,500,10.0,5.00,168,D,146,C,105,B,197,D,88,B,25,S,202,E,145,C
normal,169,D,投矛的士兵,NORMAL,100,6300,144,4200,360,100,10.0,2.50,169,D,155,C,190,D,125,C,107,B,213,E,203,E,146,C
normal,170,D,“阿咬”,NORMAL,99,4650,145,3000,290,120,10.0,2.00,170,D,208,E,219,E,120,C,178,D,187,D,204,E,147,C
normal,171,D,去蚀,NORMAL,99,7150,125,4400,350,150,10.0,2.80,171,D,153,C,176,D,144,C,128,C,165,C,205,E,148,C
normal,172,D,清醒的墨魉,NORMAL,99,4650,145,3000,290,120,10.0,2.00,172,D,209,E,220,E,121,C,179,D,188,D,206,E,149,C
normal,173,D,市井流窜猎手,NORMAL,96,8400,100,4800,350,200,10.0,3.50,173,D,134,C,149,C,183,D,129,C,118,C,207,E,150,C
normal,174,D,深池暗影术师,NORMAL,96,8438,100,4500,300,150,20.0,3.00,174,D,147,C,147,C,184,D,167,D,166,C,119,C,151,C
normal,175,D,荒地鼷兽,NORMAL,96,4650,200,3000,400,120,10.0,2.00,175,D,210,E,221,E,60,A,89,B,189,D,208,E,222,E
normal,176,D,骨海漂流体,NORMAL,95,6500,125,4000,250,150,10.0,2.00,176,D,172,D,187,D,145,C,191,D,167,D,209,E,152,C
normal,177,D,底海滑动者,NORMAL,94,4410,140,2800,280,130,10.0,2.00,177,D,219,E,226,F,129,C,185,D,179,D,210,E,153,C
normal,178,D,坚冰,NORMAL,94,8750,100,5000,300,100,20.0,3.00,178,D,124,C,142,C,185,D,168,D,214,E,120,C,223,F
normal,179,D,开天汽水瓶,NORMAL,94,7500,117,5000,350,100,10.0,3.00,179,D,125,C,168,D,158,C,130,C,215,E,211,E,224,F
normal,180,D,训练用钳兽,NORMAL,93,5750,152,2000,380,450,30.0,2.50,180,D,229,F,206,E,110,B,101,B,27,A,23,S,225,F
normal,181,D,提亚卡乌投矛手,NORMAL,92,4200,185,2800,240,100,10.0,1.30,181,D,220,E,230,F,72,B,196,D,216,E,212,E,154,C
normal,182,D,果冻丁,NORMAL,92,4375,193,2500,290,100,20.0,1.50,182,D,226,F,228,F,62,A,180,D,217,E,121,C,226,F
normal,183,D,家族弩手,NORMAL,91,7000,107,4000,300,200,10.0,2.80,183,D,173,D,181,D,168,D,169,D,119,C,213,E,155,C
normal,184,D,恶尘源石虫,NORMAL,90,9000,75,6000,300,100,10.0,4.00,184,D,100,B,138,C,199,D,170,D,218,E,214,E,67,B
normal,185,D,“两栖号”船车,NORMAL,90,14700,50,4200,500,700,30.0,10.00,185,D,156,C,73,B,212,E,55,A,11,S,24,S,156,C
normal,186,D,雪顽童,NORMAL,90,12250,60,7000,300,200,10.0,5.00,186,D,74,B,94,B,208,E,171,D,120,C,215,E,157,C
normal,187,D,夜色雪球,NORMAL,90,12250,60,7000,300,200,10.0,5.00,187,D,75,B,95,B,209,E,172,D,121,C,216,E,158,C
normal,188,D,冰原战士,NORMAL,89,5250,136,3000,300,100,20.0,2.20,188,D,211,E,214,E,135,C,173,D,219,E,122,C,159,C
normal,189,D,宿主士兵,NORMAL,88,5000,139,2500,250,100,30.0,1.80,189,D,227,F,217,E,130,C,192,D,220,E,25,S,160,C
normal,190,D,暗潮钳兽,NORMAL,87,4500,167,1800,350,300,30.0,2.10,190,D,231,F,223,F,95,B,131,C,67,B,26,A,227,F
normal,191,D,见习祭司学徒,NORMAL,87,9625,72,5500,360,100,20.0,5.00,191,D,112,B,124,C,202,E,108,B,221,E,123,C,161,C
normal,192,D,莱塔尼亚叛兵组长,NORMAL,86,7500,90,4000,180,150,20.0,2.00,192,D,174,D,169,D,191,D,210,E,168,D,124,C,162,C
normal,193,D,远眺,NORMAL,86,8100,83,4500,250,120,20.0,3.00,193,D,148,C,154,C,196,D,193,D,190,D,125,C,163,C
normal,194,D,秽,NORMAL,85,4500,145,3000,290,100,10.0,2.00,194,D,212,E,224,F,122,C,181,D,222,E,217,E,164,C
normal,195,D,迷茫的修理小助手,NORMAL,84,4250,150,2000,300,200,25.0,2.00,195,D,230,F,229,F,119,C,174,D,122,C,37,A,165,C
normal,196,D,“街头音乐家”,NORMAL,84,6200,103,4000,360,120,10.0,3.50,196,D,175,D,193,D,170,D,109,B,191,D,218,E,166,C
normal,197,D,血色异种菌,NORMAL,84,18750,26,6250,130,700,10.0,5.00,197,D,83,B,54,A,221,E,214,E,12,S,219,E,167,D
normal,198,D,冰原猎人,NORMAL,82,6125,100,3500,350,100,20.0,3.50,198,D,195,D,200,D,186,D,132,C,223,F,126,C,168,D
normal,199,D,匪帮窃贼头目,NORMAL,81,11900,50,7000,100,180,10.0,2.00,199,D,76,B,102,B,213,E,220,E,134,C,220,E,169,D
normal,200,D,巫术石球,NORMAL,81,6000,100,3000,200,200,20.0,2.00,200,D,213,E,203,E,187,D,203,E,123,C,127,C,170,D
normal,201,D,浮海飘航者,NORMAL,80,6000,73,3000,220,200,20.0,3.00,201,D,214,E,204,E,201,D,198,D,124,C,128,C,171,D
normal,202,E,隐形弩手组长,NORMAL,79,4928,115,2700,310,130,20.0,2.70,202,E,221,E,218,E,159,C,150,C,180,D,129,C,172,D
normal,203,E,惊躁伏翼兽,NORMAL,79,8438,67,4500,200,150,20.0,3.00,203,E,149,C,148,C,205,E,204,E,169,D,130,C,173,D
normal,204,E,蚀,NORMAL,79,5250,107,3500,300,100,10.0,2.80,204,E,196,D,215,E,169,D,175,D,224,F,221,E,174,D
normal,205,E,潜水员,NORMAL,78,6188,89,3300,240,150,20.0,2.70,205,E,201,D,195,D,192,D,197,D,170,D,131,C,175,D
normal,206,E,西西里人,NORMAL,75,4050,125,2700,250,100,10.0,2.00,206,E,222,E,231,F,146,C,194,D,225,F,222,E,176,D
normal,207,E,市井猎手,NORMAL,72,6500,71,4000,250,150,10.0,3.50,207,E,176,D,188,D,203,E,195,D,171,D,223,F,177,D
normal,208,E,仁慈之触,NORMAL,72,3375,152,1500,380,100,10.0,2.50,208,E,233,F,232,F,111,B,102,B,226,F,224,F,228,F
normal,209,E,狂奔的斐迪庇第斯,NORMAL,71,22800,20,9600,100,300,25.0,5.00,209,E,36,A,39,A,223,F,221,E,68,B,38,A,178,D
normal,210,E,洞栖雪灵,NORMAL,70,6750,67,4500,200,100,10.0,3.00,210,E,150,C,184,D,206,E,205,E,227,F,225,F,179,D
normal,211,E,异种菌,NORMAL,69,15000,22,5000,110,700,10.0,5.00,211,E,126,C,72,B,222,E,217,E,13,S,226,F,180,D
normal,212,E,新手祭司学徒,NORMAL,68,7000,60,4000,300,100,20.0,5.00,212,E,177,D,182,D,210,E,176,D,228,F,132,C,181,D
normal,213,E,新生血裔,NORMAL,66,8000,50,4000,100,200,20.0,2.00,213,E,178,D,160,C,214,E,222,E,125,C,133,C,182,D
normal,214,E,橡胶弹狙击手,NORMAL,66,5250,75,3500,300,100,10.0,4.00,214,E,197,D,216,E,200,D,177,D,229,F,227,F,183,D
normal,215,E,匪帮窃贼,NORMAL,65,7750,50,5000,100,120,10.0,2.00,215,E,127,C,163,C,215,E,223,F,192,D,228,F,184,D
normal,216,E,雪孩子,NORMAL,65,9625,40,5500,200,200,10.0,5.00,216,E,113,B,125,C,218,E,206,E,126,C,229,F,185,D
normal,217,E,蓬松雪球,NORMAL,65,9625,40,5500,200,200,10.0,5.00,217,E,114,B,126,C,219,E,207,E,127,C,230,F,186,D
normal,218,E,莱塔尼亚叛兵,NORMAL,63,5475,65,3000,130,130,20.0,2.00,218,E,215,E,209,E,207,E,215,E,181,D,134,C,187,D
normal,219,E,大君之触,NORMAL,61,3375,112,1500,280,100,10.0,2.50,219,E,234,F,233,F,163,C,186,D,230,F,231,F,229,F
normal,220,E,狙击步兵组长,NORMAL,60,6500,50,4000,200,150,10.0,4.00,220,E,179,D,189,D,216,E,208,E,172,D,232,F,188,D
normal,221,E,伏翼兽,NORMAL,59,6300,50,3500,150,120,20.0,3.00,221,E,198,D,191,D,217,E,212,E,193,D,135,C,189,D
normal,222,E,小跑的斐迪庇第斯,NORMAL,59,16000,20,8000,100,200,20.0,5.00,222,E,59,A,67,B,224,F,224,F,128,C,136,C,190,D
normal,223,F,隐形弩手,NORMAL,58,3150,96,1800,260,100,20.0,2.70,223,F,232,F,234,F,188,D,188,D,231,F,137,C,191,D
normal,224,F,狙击步兵,NORMAL,43,4500,38,3000,150,100,10.0,4.00,224,F,216,E,225,F,220,E,213,E,232,F,233,F,192,D
normal,225,F,御4,NORMAL,0,7500,0,4000,0,150,20.0,2.00,225,F,180,D,170,D,225,F,225,F,173,D,138,C,193,D
normal,226,F,萨卡兹哨兵,NORMAL,0,8000,0,4000,0,100,30.0,1.00,226,F,181,D,161,C,226,F,226,F,233,F,27,A,194,D
normal,227,F,萨卡兹哨兵组长,NORMAL,0,10750,0,5000,0,160,30.0,1.00,227,F,128,C,108,B,227,F,227,F,137,C,28,A,195,D
normal,228,F,赞助无人机,NORMAL,0,9375,0,5000,0,150,20.0,1.00,228,F,129,C,129,C,228,F,228,F,174,D,139,C,230,F
normal,229,F,斗志昂扬无人机,NORMAL,0,9375,0,5000,0,150,20.0,1.00,229,F,130,C,130,C,229,F,229,F,175,D,140,C,231,F
normal,230,F,变异食肉植物,NORMAL,0,24375,0,13000,0,250,10.0,2.50,230,F,8,S,35,A,230,F,230,F,81,B,234,F,68,B
normal,231,F,积雪银凇,NORMAL,0,22500,0,7500,0,600,20.0,1.00,231,F,64,B,42,A,231,F,231,F,14,S,141,C,232,F
normal,232,F,二手廉价无人机,NORMAL,0,8750,0,5000,0,100,20.0,1.00,232,F,131,C,143,C,232,F,232,F,234,F,142,C,233,F
normal,233,F,二手改装无人机,NORMAL,0,22500,0,10000,0,200,30.0,1.00,233,F,35,A,43,A,233,F,233,F,129,C,29,A,234,F
normal,234,F,移动电源,NORMAL,0,17813,0,7500,0,250,30.0,3.00,234,F,65,B,60,A,234,F,234,F,82,B,30,A,196,D
