Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
2285,D,Degenbrecher,归于宁静,No Module,21.59,73893.75,0.00,0.00,0.00,867.01,1800.00,0.00,2891.00,0.00
2286,D,Rope,RAW,No Module,21.59,38044.44,0.00,0.00,0.00,1800.00,1800.00,0.00,1720.00,0.00
2287,D,Blue Poison,毒液散射,No Module,21.58,88933.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1230.00,0.00
2288,D,Ascalon,降临,AMB-Y: “阿斯卡纶的眼睛”,21.53,42029.15,0.00,0.00,0.00,1479.42,1800.00,0.00,1915.14,0.00
2289,D,Perfumer,治疗强化·β型,RIN-Y: 'Aegean's Kiss',21.52,0.00,0.00,0.00,0.00,1800.00,1800.00,79023.16,1650.00,0.00
2290,D,Dagda,精准捕杀,FGT-Y: Backstreet Shield,21.51,104783.54,0.00,0.00,0.00,1800.00,1800.00,0.00,3247.20,0.00
2291,D,Misery,物理的服从,No Module,21.46,31131.18,0.00,0.00,0.00,1800.00,1800.00,0.00,1480.00,0.00
2292,D,SilverAsh,强力击·γ型,No Module,21.44,123668.69,0.00,0.00,0.00,1800.00,1631.86,0.00,2560.00,0.00
2293,D,Chilchuck,RAW,No Module,21.43,31200.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1880.00,0.00
2294,D,Muelsyse,RAW,TAC-Y: 落叶四季,21.41,50962.50,0.00,0.00,0.00,1800.00,1800.00,0.00,1983.00,0.00
2295,D,Mint,聚能涡旋,PLX-X: Attention-holding Device,21.39,0.00,131712.00,0.00,0.00,545.17,1134.64,0.00,2115.00,0.00
2296,D,Reed,生灵火花,No Module,21.38,76689.07,0.00,0.00,0.00,1800.00,1800.00,0.00,2215.00,0.00
2297,D,Wulfenite,RAW,No Module,21.36,75385.10,0.00,0.00,0.00,1800.00,1800.00,0.00,1450.00,0.00
2298,D,Degenbrecher,无声的嘲笑,SWO-X: 'Footnotes of the Past',21.36,72882.69,0.00,0.00,0.00,1200.61,1800.00,0.00,3011.00,0.00
2299,D,Morgan,街头好手,DRE-X: 'Iron Heart',21.31,119253.82,0.00,0.00,0.00,1800.00,1800.00,0.00,4659.20,0.00
2300,D,Ascalon,降临,AMB-X: 'Hidden Blade',21.31,40624.24,0.00,0.00,0.00,1800.00,1800.00,0.00,2044.44,0.00
2301,D,Executor the Ex Foedere,遗嘱执行,REA-Y: 已知悉,21.31,71714.36,0.00,0.00,0.00,268.83,1327.53,0.00,2841.00,0.00
2302,D,Reed,RAW,No Module,21.30,41920.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2215.00,0.00
2303,D,Valarqvin,我见崩毁之前,RIT-X: 启行未来的灯,21.29,0.00,54538.56,0.00,113158.39,1300.11,312.43,0.00,1242.00,8.00
2304,D,Frost,RAW,No Module,21.28,77667.22,0.00,0.00,0.00,1800.00,1800.00,0.00,1359.00,0.00
2305,D,Dur-nar,起盾回击,No Module,21.22,0.00,39404.97,0.00,0.00,1800.00,1217.43,0.00,3007.00,0.00
2306,D,Platinum,RAW,No Module,21.22,105520.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1550.00,0.00
2307,D,Roberta,RAW,No Module,21.17,0.00,85600.00,0.00,0.00,1800.00,1763.39,0.00,2470.00,0.00
2308,D,Dobermann,RAW,INS-Y: Military Telescope,21.16,78089.14,0.00,0.00,0.00,1800.00,1800.00,0.00,2104.00,0.00
2309,D,Beeswax,沙暴扩散,PLX-X: 'Beeswax's Blessing',21.13,0.00,82432.00,0.00,0.00,956.88,1800.00,0.00,4585.05,0.00
2310,D,Qiubai,留羽,LOR-Y: 欲雪时,21.12,38556.00,0.00,0.00,0.00,1209.03,1800.00,0.00,2760.00,0.00
2311,D,Укусик,“捉迷藏！”,No Module,21.10,0.00,0.00,0.00,0.00,1800.00,1800.00,82025.26,1897.50,0.00
2312,D,Pozëmka,RAW,No Module,21.09,82800.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1802.00,0.00
2313,D,Roberta,叙拉古式上妆,CRA-X: Semi-Auto Stylist Toolkit,21.04,0.00,110566.67,0.00,0.00,1800.00,1357.91,0.00,2720.00,0.00
2314,D,Arene,RAW,LOR-Y: The Book of Arene,21.01,107837.05,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2315,D,Lunacub,伏击之影,No Module,21.00,67547.19,0.00,0.00,0.00,1800.00,1800.00,0.00,1536.00,0.00
2316,D,Pallas,胜利的连击,No Module,20.95,101426.39,0.00,0.00,0.00,1800.00,1800.00,0.00,1963.00,0.00
2317,D,Mostima,序时之匙,SPC-Y: Home of 'Black Lock' and 'White Key',20.94,0.00,90730.72,0.00,0.00,620.63,1266.52,0.00,1831.00,1.20
2318,D,Sakiko Togawa,新月的苏醒,No Module,20.92,55208.00,91412.21,0.00,0.00,1507.41,1046.95,0.00,2056.00,0.00
2319,D,Skyfire,攻击力强化·γ型,SPC-Y: Fire Retardant Treatment,20.91,0.00,88267.93,0.00,0.00,415.89,896.14,0.00,1620.00,270.00
2320,D,Laios,RAW,No Module,20.90,76800.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3868.00,0.00
2321,D,Ray,脱身矢,HUN-X: 《跳舞的月光》,20.89,222656.28,0.00,0.00,0.00,1419.38,738.81,0.00,2133.00,0.00
2322,D,Gavial,活力再生·广域,PHY-Y: 'Follow Your Doctor's Orders',20.88,0.00,0.00,0.00,0.00,1800.00,1800.00,72801.05,2475.00,36.00
2323,D,Mantra,RAW,PRI-X: 中枢神经探测模块,20.87,0.00,0.00,0.00,160000.00,1369.53,284.38,0.00,1573.00,0.00
2324,D,Hellagur,满月,No Module,20.86,92080.00,0.00,0.00,0.00,1130.45,1800.00,0.00,4525.00,0.00
2325,D,Kafka,RAW,EXE-Y: Rubik's Cube Pendant,20.82,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1795.00,0.00
2326,D,Leonhardt,解构与爆破,No Module,20.80,0.00,53519.26,0.00,0.00,758.38,1389.38,0.00,1637.00,300.00
2327,D,Ch'en the Holungday,“假日风暴”,RPR-X: 沙滩战斗套装,20.78,35070.11,0.00,0.00,0.00,388.94,1333.93,0.00,2501.00,0.00
2328,D,Doc,激素手枪,INS-Y: 'The Third Power',20.74,151580.95,0.00,0.00,0.00,1800.00,1800.00,0.00,3116.10,0.00
2329,D,Ayerscarpe,RAW,No Module,20.73,50092.31,0.00,0.00,0.00,1800.00,1800.00,0.00,2420.00,0.00
2330,D,Cuora,RAW,PRO-X: Super Baseball Suit,20.72,12458.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2331,D,Heavyrain,应急迷彩,No Module,20.71,19500.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4080.00,0.00
2332,D,Leto,RAW,No Module,20.66,57993.85,0.00,0.00,0.00,1800.00,1800.00,0.00,2280.00,0.00
2333,D,Spot,次级治疗模式,No Module,20.66,1555.56,0.00,0.00,0.00,1800.00,1800.00,12373.33,1833.00,51.92
2334,D,Vendela,战术咏唱·γ型,INC-X: Broken Rose,20.64,0.00,68208.00,0.00,0.00,1800.00,1169.53,34104.00,1513.00,0.00
2335,D,Exusiai,冲锋模式,No Module,20.64,146518.19,0.00,0.00,0.00,1800.00,1800.00,0.00,1890.49,0.00
2336,D,Kal'tsit,指令：结构加固,No Module,20.62,0.00,0.00,0.00,0.00,1800.00,1800.00,39543.86,1633.00,0.00
2337,D,Mizuki,囚徒困境,AMB-X: Entreaty of the Herald,20.62,63943.71,0.00,0.00,0.00,1632.29,1800.00,0.00,2967.00,0.00
2338,D,Mulberry,治愈云雾,WDM-X: 宁心静神,20.61,0.00,0.00,0.00,0.00,1800.00,1800.00,58433.37,1447.00,0.00
2339,D,Lappland,RAW,No Module,20.59,47384.62,0.00,0.00,0.00,1800.00,1800.00,0.00,2350.00,0.00
2340,D,Savage,微差爆破,CEN-X: Hit the Road,20.59,68697.56,0.00,0.00,0.00,222.93,1800.00,0.00,2430.00,0.00
2341,D,Robin,RAW,No Module,20.59,101213.91,0.00,0.00,0.00,1800.00,1800.00,0.00,1442.00,0.00
2342,D,Entelechia,玫影觅迹,No Module,20.59,70726.15,0.00,0.00,0.00,533.83,1800.00,0.00,5463.53,0.00
2343,D,Sussurro,RAW,PHY-X: ...Who Heals Not Herself,20.58,0.00,0.00,0.00,0.00,1800.00,1800.00,52930.02,2167.50,0.00
2344,D,Andreana,攻击力强化·γ型,DEA-X: Gunsmithing Toolkit,20.55,137227.02,0.00,0.00,0.00,1620.15,759.15,0.00,1619.00,0.00
2345,D,Ceobe,“很热的刀”,"CCR-Y: 'Knife, I Made'",20.52,0.00,114319.06,0.00,0.00,1800.00,998.35,0.00,1685.00,0.00
2346,D,Kafka,RAW,No Module,20.47,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1675.00,0.00
2347,D,Beehunter,RAW,No Module,20.45,50006.15,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2348,D,Mantra,RAW,No Module,20.43,0.00,0.00,0.00,160000.00,1369.53,284.38,0.00,1428.00,0.00
2349,D,Gavial,RAW,No Module,20.42,0.00,0.00,0.00,0.00,1800.00,1800.00,40673.68,1580.00,36.00
2350,D,Skybox,源石火药驾临,No Module,20.41,100989.85,0.00,0.00,0.00,1800.00,1800.00,0.00,1558.00,31.98
2351,D,Jacinta,RAW,BEA-X: 弹射起步,20.40,24861.54,0.00,0.00,0.00,1800.00,1800.00,0.00,2052.44,0.00
2352,D,Jackie,RAW,No Module,20.40,52611.28,0.00,0.00,0.00,1800.00,1800.00,0.00,2378.00,0.00
2353,D,Goldenglow,电流翻涌,FUN-X: 'Industrious Wings',20.32,0.00,67660.77,0.00,0.00,1800.00,963.33,0.00,1605.00,0.00
2354,D,Archetto,箭矢·散逸,No Module,20.29,91908.00,0.00,0.00,0.00,1250.49,1800.00,0.00,1705.00,0.00
2355,D,Vendela,RAW,INC-X: Broken Rose,20.27,0.00,47040.00,0.00,0.00,1800.00,1710.46,23520.00,1513.00,0.00
2356,D,Pith,“为我所为”,No Module,20.27,0.00,124026.79,0.00,0.00,426.91,848.51,0.00,1760.00,0.00
2357,D,Grani,防御力强化·γ型,CHG-X: Cavalry Policeman Suit,20.26,35280.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2358,D,Fartooth,RAW,DEA-X: First-show Support Set,20.23,116116.21,0.00,0.00,0.00,1800.00,834.99,0.00,1522.00,0.00
2359,D,Roberta,叙拉古式上妆,No Module,20.15,0.00,110566.67,0.00,0.00,1800.00,1357.91,0.00,2470.00,0.00
2360,D,Yato,RAW,No Module,20.15,662.86,0.00,0.00,0.00,1800.00,1800.00,0.00,1030.00,0.00
2361,D,Waai Fu,RAW,EXE-X: The Classic of Hung Mei Wing Chun,20.13,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1550.00,0.00
2362,D,Hung,反制治疗,No Module,20.09,27216.67,0.00,0.00,0.00,1800.00,1800.00,14418.78,2823.00,0.00
2363,D,Whislash,RAW,No Module,20.07,51520.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1932.00,0.00
2364,D,Underflow,侵袭破坏应对,No Module,20.03,45604.17,0.00,0.00,0.00,1800.00,1800.00,0.00,3120.00,0.00
2365,D,Magallan,激光开采模块,SUM-Y: Instructional Soaring Dragon Drone,20.03,0.00,59044.00,0.00,0.00,1800.00,1356.14,0.00,1103.00,0.00
2366,D,Magallan,武装打击模块,SUM-Y: Instructional Soaring Dragon Drone,20.03,0.00,59044.00,0.00,0.00,1800.00,1356.14,0.00,1103.00,0.00
2367,D,Projekt Red,RAW,No Module,20.00,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,0.00
2368,D,Projekt Red,RAW,EXE-Y: Mystery Prop Pack,20.00,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1505.00,0.00
2369,D,Swire,指挥调度,No Module,19.96,71840.91,0.00,0.00,0.00,1800.00,1800.00,0.00,1914.00,0.00
2370,D,GreyThroat,RAW,MAR-Y: Reflection of a Mother's Love,19.93,83719.08,0.00,0.00,0.00,1800.00,1800.00,0.00,1673.00,0.00
2371,D,Cardigan,RAW,No Module,19.93,2033.33,0.00,0.00,0.00,1800.00,1800.00,0.00,2385.60,0.00
2372,D,Brigid,RAW,LPS-X: 风的颜色,19.93,115016.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2560.00,0.00
2373,D,Sankta Miksaparato,铳骑主考官,SPT-X: 毛刷套装,19.90,59554.44,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2374,D,Franka,RAW,No Module,19.88,67840.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3768.00,0.00
2375,D,Waai Fu,RAW,No Module,19.87,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1455.00,0.00
2376,D,Archetto,箭矢·追猎,MAR-X: Yesterday Once More,19.86,136564.80,0.00,0.00,0.00,1800.00,1800.00,0.00,1865.00,0.00
2377,D,Yukari Takeba,龙卷箭,RAN-X: 命运的奖赏,19.85,0.00,93310.96,0.00,0.00,1099.38,1230.59,0.00,1670.00,0.00
2378,D,Dur-nar,攻击力强化·β型,No Module,19.85,0.00,94086.48,0.00,0.00,1800.00,1128.02,0.00,3007.00,0.00
2379,D,Marcille,才女的实力,No Module,19.84,0.00,92966.53,0.00,0.00,602.79,1224.66,0.00,1805.00,157.18
2380,D,Doc,以暴制暴,No Module,19.83,121173.33,0.00,0.00,0.00,1800.00,1800.00,0.00,2483.04,0.00
2381,D,Timeslot,科技与传统仪式,No Module,19.82,0.00,55491.35,0.00,0.00,1800.00,1260.34,0.00,1450.00,1.50
2382,D,Spot,RAW,No Module,19.79,2666.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1833.00,0.00
2383,D,Cairn,震撼型指路,PRP-X: “降落伞”,19.79,35362.50,0.00,0.00,140492.62,1800.00,380.81,0.00,3833.00,0.00
2384,D,Lancet-2,RAW,No Module,19.79,0.00,0.00,0.00,0.00,1800.00,1800.00,2456.14,1173.00,0.00
2385,D,Tragodia,暗夜回声,No Module,19.74,0.00,10624.00,0.00,324896.00,576.51,112.78,0.00,1200.00,80.00
2386,D,Zuo Le,破虏,No Module,19.71,126684.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5787.00,0.00
2387,D,Timeslot,RAW,No Module,19.71,0.00,31635.69,0.00,0.00,1800.00,1800.00,0.00,1450.00,1.50
2388,D,Bryophyta,RAW,No Module,19.71,46666.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1900.00,0.00
2389,D,Elysium,RAW,No Module,19.69,35272.62,0.00,0.00,0.00,1800.00,1800.00,0.00,1669.00,0.00
2390,D,Brigid,所熟知的,LPS-X: 风的颜色,19.67,245998.13,0.00,0.00,0.00,1209.59,1800.00,0.00,2560.00,0.00
2391,D,Mizuki,RAW,No Module,19.67,30573.71,0.00,0.00,0.00,1800.00,1800.00,0.00,2637.00,0.00
2392,D,Qiubai,留羽,LOR-X: A Weathered Snow Hat,19.66,35038.38,0.00,0.00,0.00,1398.69,1800.00,0.00,2480.00,0.00
2393,D,Morgan,RAW,DRE-X: 'Iron Heart',19.65,77938.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4160.00,0.00
2394,D,Violet Mizutsune Orchid,龙之箭,No Module,19.64,119229.86,0.00,0.00,0.00,1328.15,1800.00,0.00,1788.00,0.00
2395,D,Tachanka,RAW,SWO-X: Machinegun Rack,19.60,122843.08,0.00,0.00,0.00,1800.00,1800.00,0.00,2626.00,0.00
2396,D,Tuye,水流环,PHY-X: Water Still Device,19.60,0.00,0.00,0.00,0.00,1800.00,1800.00,77115.79,2445.00,0.00
2397,D,Jacinta,RAW,No Module,19.57,24861.54,0.00,0.00,0.00,1800.00,1800.00,0.00,1779.31,0.00
2398,D,Executor the Ex Foedere,遗嘱执行,REA-X: Unanswered,19.56,70623.00,0.00,0.00,0.00,273.06,1008.08,0.00,2491.00,0.00
2399,D,Bena,奋力修剪,No Module,19.54,79763.06,0.00,0.00,0.00,1800.00,1800.00,0.00,2135.96,0.00
2400,D,Dobermann,RAW,No Module,19.53,56109.71,0.00,0.00,0.00,1800.00,1800.00,0.00,2024.00,0.00
2401,D,Magallan,激光开采模块,No Module,19.50,0.00,54404.00,0.00,0.00,1800.00,1474.58,0.00,1103.00,0.00
2402,D,Magallan,武装打击模块,No Module,19.50,0.00,54404.00,0.00,0.00,1800.00,1474.58,0.00,1103.00,0.00
2403,D,Aphrissa,连续映射,No Module,19.50,0.00,117770.65,0.00,0.00,298.13,575.87,0.00,1660.00,0.00
2404,D,Degenbrecher,无声的嘲笑,No Module,19.48,64561.15,0.00,0.00,0.00,1800.00,1800.00,0.00,2891.00,0.00
2405,D,Rosa,RAW,No Module,19.48,67680.00,0.00,0.00,0.00,570.55,1140.63,0.00,1755.00,0.00
2406,D,Raidian,环形鳞地,No Module,19.46,0.00,57784.00,0.00,0.00,1800.00,1386.42,0.00,1229.35,37.50
2407,D,Nymph,RAW,No Module,19.43,0.00,0.00,0.00,112000.00,1800.00,423.21,0.00,1650.00,0.00
2408,D,Beanstalk,定点指令,No Module,19.40,9450.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1569.00,0.00
2409,D,Scene,RAW,SUM-X: Improved Lens.P,19.40,0.00,37440.00,0.00,0.00,1800.00,1800.00,0.00,1105.00,0.00
2410,D,Honeyberry,精神护理,WDM-X: 落地之后,19.37,0.00,0.00,0.00,0.00,1800.00,1800.00,53000.00,2087.22,0.00
2411,D,Vendela,RAW,No Module,19.32,0.00,44000.00,0.00,0.00,1800.00,1800.00,22000.00,1370.00,0.00
2412,D,May,麻痹弹,MAR-X: Novice Detective's Gift Bag,19.32,102763.27,0.00,0.00,0.00,1800.00,1800.00,0.00,1632.00,16.67
2413,D,Scene,RAW,No Module,19.26,0.00,34560.00,0.00,0.00,1800.00,1800.00,0.00,1105.00,0.00
2414,D,Windflit,此身为源,No Module,19.25,0.00,129159.00,0.00,0.00,1800.00,1157.72,0.00,2600.00,0.00
2415,D,Goldenglow,电流翻涌,No Module,19.23,0.00,60168.40,0.00,0.00,1800.00,1087.45,0.00,1480.00,0.00
2416,D,Luo Xiaohei,掠光尾影,No Module,19.22,38208.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2040.00,0.00
2417,D,Timeslot,攻击力强化·γ型,FUN-X: 突发性创造思维,19.20,0.00,86815.38,0.00,0.00,1800.00,1266.08,0.00,1540.00,1.50
2418,D,Lessing,强力击·γ型,No Module,19.18,155900.46,0.00,0.00,0.00,1800.00,1259.11,0.00,3682.00,0.00
2419,D,Proviso,纠纷起诉,DEC-X: Deszcz's Graduate Memento,19.13,0.00,77083.79,0.00,0.00,1800.00,1023.99,0.00,1418.00,10.67
2420,D,Ceobe,RAW,No Module,19.12,0.00,62239.10,0.00,0.00,1800.00,1284.85,0.00,1565.00,0.00
2421,D,Earthspirit,攻击力强化·β型,"DEC-Y: Application Forms, To Be Confirmed",19.09,0.00,43115.79,0.00,0.00,1800.00,1800.00,0.00,1335.00,8.00
2422,D,Ascalon,恩赐,AMB-Y: “阿斯卡纶的眼睛”,19.07,45475.79,0.00,0.00,0.00,1410.58,1800.00,0.00,1785.30,0.00
2423,D,Qiubai,留羽,No Module,19.06,28938.46,0.00,0.00,0.00,1784.01,1800.00,0.00,2480.00,0.00
2424,D,Yukari Takeba,RAW,RAN-X: 命运的奖赏,19.00,0.00,72110.48,0.00,0.00,1465.01,1601.95,0.00,1670.00,0.00
2425,D,Ascalon,恩赐,AMB-X: 'Hidden Blade',18.99,44066.74,0.00,0.00,0.00,1800.00,1800.00,0.00,1893.00,0.00
2426,D,Underflow,侵袭破坏应对,SPT-X: 基于咖啡的神经活性剂,18.95,57520.83,0.00,0.00,0.00,1800.00,1800.00,0.00,1830.00,0.00
2427,D,Tecno,关节锁定,SOC-Y: 烧烤店官方优惠章,18.89,0.00,96643.47,0.00,0.00,1800.00,1187.02,0.00,2482.50,0.00
2428,D,FEater,RAW,PUS-Y: Shangshu-Style Homemade Chili Sauce,18.86,28125.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2015.00,0.00
2429,D,Vendela,战术咏唱·γ型,No Module,18.85,0.00,63800.00,0.00,0.00,1800.00,1252.61,31900.00,1370.00,0.00
2430,D,FEater,铁意六合,PUS-Y: Shangshu-Style Homemade Chili Sauce,18.83,28125.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2015.00,0.00
2431,D,Viviana,光影迅捷剑,AFT-Y: “最后一行”,18.81,0.00,150921.20,0.00,0.00,1800.00,715.23,0.00,3220.00,0.00
2432,D,Beagle,RAW,No Module,18.78,1966.67,0.00,0.00,0.00,1800.00,1800.00,0.00,2035.00,0.00
2433,D,Yukari Takeba,龙卷箭,No Module,18.76,0.00,87868.76,0.00,0.00,1176.56,1308.84,0.00,1510.00,0.00
2434,D,Tippi,紧急赶场通知,No Module,18.75,71306.67,0.00,0.00,0.00,1800.00,1800.00,0.00,2368.00,0.00
2435,D,Ling,RAW,SUM-Y: Fond Dream with Poetry,18.73,0.00,43095.20,0.00,0.00,1800.00,1800.00,0.00,1229.00,0.00
2436,D,Ascalon,降临,No Module,18.70,37866.44,0.00,0.00,0.00,1800.00,1800.00,0.00,1752.84,0.00
2437,D,Contrail,RAW,No Module,18.66,50670.93,0.00,0.00,0.00,1800.00,1800.00,0.00,2255.00,0.00
2438,D,Kafka,诡异剪刀,No Module,18.65,52925.23,0.00,0.00,0.00,1800.00,1800.00,0.00,1675.00,0.00
2439,D,Ceobe,“很冰的斧”,"CCR-Y: 'Knife, I Made'",18.62,0.00,171451.87,0.00,0.00,1800.00,648.70,0.00,1685.00,0.00
2440,D,Amiya,奇美拉,No Module,18.59,0.00,102754.80,0.00,0.00,1800.00,1114.46,0.00,2960.00,0.00
2441,D,Wild Mane,RAW,CHG-X: Spear Replacement Suit,18.59,56763.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2225.00,0.00
2442,D,Ceobe,“很热的刀”,CCR-X: 'Really Dry Bread',18.58,0.00,100387.87,0.00,0.00,1800.00,1068.10,0.00,1745.00,0.00
2443,D,Earthspirit,攻击力强化·β型,No Module,18.57,0.00,43115.79,0.00,0.00,1800.00,1800.00,0.00,1205.00,0.87
2444,D,Bibeak,RAW,No Module,18.56,78798.77,0.00,0.00,0.00,1800.00,1800.00,0.00,2550.00,0.00
2445,D,Lappland,狼魂,No Module,18.43,94596.92,0.00,0.00,0.00,1800.00,1800.00,0.00,2350.00,0.00
2446,D,Ayerscarpe,浮游刃启动,No Module,18.40,71257.44,0.00,0.00,0.00,1800.00,1800.00,0.00,2420.00,0.00
2447,D,Ray,脱身矢,No Module,18.35,206364.95,0.00,0.00,0.00,1542.55,803.01,0.00,1933.00,0.00
2448,D,Viviana,光影迅捷剑,AFT-D: 目不能及之处,18.29,0.00,140179.41,0.00,0.00,1800.00,775.15,0.00,3340.00,0.00
2449,D,Arene,小玩笑,LOR-Y: The Book of Arene,18.26,136431.97,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2450,D,Bobbing,RAW,RIT-X: 社工课程二手教材,18.23,0.00,38480.00,0.00,87542.00,1776.49,424.89,0.00,1305.00,0.00
2451,D,Croissant,自动防御,No Module,18.21,15333.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
2452,D,Astesia,星辉剑,No Module,18.21,0.00,95563.78,0.00,0.00,1460.50,1158.82,0.00,2523.00,0.00
2453,D,Grani,RAW,CHG-X: Cavalry Policeman Suit,18.18,35280.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
2454,D,La Pluma,RAW,REA-X: Aqua Blue Dawn,18.15,31878.28,0.00,0.00,0.00,704.72,1800.00,0.00,2490.00,0.00
2455,D,Yukari Takeba,RAW,No Module,18.13,0.00,67904.76,0.00,0.00,1564.44,1703.16,0.00,1510.00,0.00
2456,D,FEater,RAW,No Module,18.11,25500.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1845.00,0.00
2457,D,Record Keeper,触类旁通,PHY-X: 未完成的录武簿,18.10,0.00,0.00,0.00,0.00,1800.00,1800.00,72634.47,2550.00,0.00
2458,D,Beanstalk,“大家一起上”,No Module,18.10,9450.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1569.00,0.00
2459,D,Ling,RAW,No Module,18.10,0.00,38975.20,0.00,0.00,1800.00,1800.00,0.00,1079.00,0.00
2460,D,Erato,英雄赞歌,SIE-X: Change of Ways,18.09,123433.06,0.00,0.00,0.00,282.35,393.41,0.00,1778.00,0.00
2461,D,Nowell,RAW,WAH-Y: 致祖父,18.03,0.00,0.00,0.00,0.00,1800.00,1800.00,42920.42,1512.00,0.00
2462,D,Humus,高效处理,REA-X: Badlands Exotic Toolkit,18.00,33663.81,0.00,0.00,0.00,640.74,1800.00,0.00,2350.00,0.00
2463,D,Arene,RAW,No Module,17.97,75716.92,0.00,0.00,0.00,1800.00,1800.00,0.00,2250.00,0.00
2464,D,Toddifons,便携破城矢,No Module,17.97,121375.93,0.00,0.00,0.00,293.06,790.92,0.00,1667.00,0.00
2465,D,Bagpipe,高效冲击,No Module,17.97,73963.01,0.00,0.00,0.00,1800.00,1800.00,0.00,2484.00,0.00
2466,D,Perfumer,精调,RIN-Y: 'Aegean's Kiss',17.96,0.00,0.00,0.00,0.00,1800.00,1800.00,74273.68,1650.00,0.00
2467,D,Castle-3,RAW,No Module,17.94,8240.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1191.00,0.00
2468,D,Thorns the Lodestar,度算浪波,ALC-X: 三面的金币,17.94,0.00,0.00,0.00,0.00,1800.00,1800.00,37969.80,1293.00,-25.00
2469,D,Snegurochka,RAW,AGE-X: 缺角的权限,17.91,36687.60,0.00,0.00,0.00,1800.00,1800.00,0.00,1855.00,0.00
2470,D,Savage,强力击·β型,No Module,17.88,54414.09,0.00,0.00,0.00,295.66,1800.00,0.00,2430.00,0.00
2471,D,Aroma,强效清洁,No Module,17.83,0.00,49651.88,0.00,0.00,829.68,1605.27,0.00,1591.00,225.00
2472,D,Perfumer,治疗强化·β型,No Module,17.75,0.00,0.00,0.00,0.00,1800.00,1800.00,70242.81,1560.00,0.00
2473,D,Archetto,箭矢·追猎,MAR-Y: 'Seeds of Tomorrow',17.71,118348.80,0.00,0.00,0.00,1800.00,1800.00,0.00,1705.00,0.00
2474,D,Whislash,激励艺术,INS-X: Whipsword Wire.L,17.71,98269.01,0.00,0.00,0.00,1800.00,1800.00,0.00,1932.00,0.00
2475,D,Tachanka,RAW,No Module,17.65,98769.23,0.00,0.00,0.00,1800.00,1800.00,0.00,2626.00,0.00
2476,D,Arene,致命恶作剧,No Module,17.62,102750.52,0.00,0.00,0.00,1800.00,1800.00,0.00,2250.00,0.00
2477,D,Jieyun,探前路,ART-Y: Pebbles,17.60,121667.86,0.00,0.00,0.00,414.71,1573.18,0.00,1830.00,0.00
2478,D,Dobermann,鞭策,No Module,17.53,79501.71,0.00,0.00,0.00,1800.00,1800.00,0.00,2024.00,0.00
2479,D,Fiammetta,RAW,No Module,17.53,94385.22,0.00,0.00,0.00,591.89,1800.00,0.00,1935.63,0.00
2480,D,Caper,RAW,LPS-X: 暖意的归宿,17.52,106329.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2380.00,0.00
2481,D,Wild Mane,RAW,No Module,17.51,36120.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2225.00,0.00
2482,D,Grani,RAW,No Module,17.50,35280.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2235.00,0.00
